Twitter_User_Name,Twitter_Account,Twitter_User_Description,Tweet_id,Tweet_created_at,Tweet_text
"Hey, it's Opus!",heyitsopus,"Dear Internet, Hi! How are you? I'm fine. i'm 6'4, I enjoy the smell of band-aids. I'm head writer for the Late Show w/ Stephen Colbert. Write back! Yours, Opus",1068301142650695681,2018-11-30 00:30:15,b'\xe2\x80\x9cDo I dare to defeat a Peach?\nDo I dare to disrupt the Marioverse?\xe2\x80\x9d\n             - The Love Song of J. Iggly Puffrock'
"Hey, it's Opus!",heyitsopus,"Dear Internet, Hi! How are you? I'm fine. i'm 6'4, I enjoy the smell of band-aids. I'm head writer for the Late Show w/ Stephen Colbert. Write back! Yours, Opus",1063463584452227075,2018-11-16 16:07:31,"b'@RobertBuscemi No, because he only does Crossfit.'"
Brrnrrd,Brrnrrd,"Def drowning not waving, Writer @chattobooks / Programmer @bfiflare / They/Them pronouns",1070780059743600647,2018-12-06 20:40:35,"b""RT @ewa_jay: If you read one thing today make it this. It's the closing statement to the jury from #Stansted15 defendant @melllevans. She r\xe2\x80\xa6"""
Brrnrrd,Brrnrrd,"Def drowning not waving, Writer @chattobooks / Programmer @bfiflare / They/Them pronouns",1066108733489651712,2018-11-23 23:18:24,b'@mia_qs *Raises hand*'
Brrnrrd,Brrnrrd,"Def drowning not waving, Writer @chattobooks / Programmer @bfiflare / They/Them pronouns",1059206228356882432,2018-11-04 22:10:18,b'@manymanyplies @kurylowski @rufaiajala Thanks - I\xe2\x80\x99ll mail ya back x'
Brrnrrd,Brrnrrd,"Def drowning not waving, Writer @chattobooks / Programmer @bfiflare / They/Them pronouns",1059206073670868995,2018-11-04 22:09:41,"b'RT @manymanyplies: @Brrnrrd @kurylowski @rufaiajala Oh congratulations, Jay! Hope I\xe2\x80\x99ll get a chance to see the film.'"
Brrnrrd,Brrnrrd,"Def drowning not waving, Writer @chattobooks / Programmer @bfiflare / They/Them pronouns",1059200756325212160,2018-11-04 21:48:33,"b'RT @LeedsQueerFilm: The Jurors said:\n\n""SOMETHING SAID employs innovative use of mixed media, spoken word and body performance to tell a dee\xe2\x80\xa6'"
Brrnrrd,Brrnrrd,"Def drowning not waving, Writer @chattobooks / Programmer @bfiflare / They/Them pronouns",1059198694766067713,2018-11-04 21:40:22,"b'Something Said won a prize! Technically I am on a retreat and being very disciplined and avoiding twitter, but this\xe2\x80\xa6 https://t.co/C0UWoDFThn'"
Brrnrrd,Brrnrrd,"Def drowning not waving, Writer @chattobooks / Programmer @bfiflare / They/Them pronouns",1058457541292756997,2018-11-02 20:35:17,"b'RT @mia_qs: This was my first job in publishing. In my first year I got to meet Salman Rushdie, Ian McEwan, Jeanette Winterson &amp; Nigella.\xe2\x80\xa6'"
Brrnrrd,Brrnrrd,"Def drowning not waving, Writer @chattobooks / Programmer @bfiflare / They/Them pronouns",1057658138135093248,2018-10-31 15:38:45,"b'RT @RealMandeville: Some Middle English #halloween words\xf0\x9f\x91\xbb\ncareine (n.): walking corpse, revenant\ngostful (adj.): ghostly\nidwimor (n.): ghos\xe2\x80\xa6'"
Brrnrrd,Brrnrrd,"Def drowning not waving, Writer @chattobooks / Programmer @bfiflare / They/Them pronouns",1057307786042851328,2018-10-30 16:26:34,b'@soshunetwork Please record this. I would like to be there but will be discussing British fascism myself.'
Brrnrrd,Brrnrrd,"Def drowning not waving, Writer @chattobooks / Programmer @bfiflare / They/Them pronouns",1055542065961058304,2018-10-25 19:30:14,b'@gawanmac @StatewatchEU @PaudsPins Absolutely. Beautiful project.'
Matthew Francis,mfrancispoet,"Poet, novelist and Professor in Creative Writing at Aberystwyth University.",1072644423585095680,2018-12-12 00:08:54,"b'RT @Channel4News: On the day parliament was supposed to vote on her deal to leave the EU, here Theresa May gives her reasons for remaining\xe2\x80\xa6'"
Matthew Francis,mfrancispoet,"Poet, novelist and Professor in Creative Writing at Aberystwyth University.",1071195941057777664,2018-12-08 00:13:08,b'@SY1litfest My pleasure.'
Matthew Francis,mfrancispoet,"Poet, novelist and Professor in Creative Writing at Aberystwyth University.",1070833884382879744,2018-12-07 00:14:27,b'@OscarTDog @OddSockTree @SY1litfest You can buy them from @FaberBooks : https://t.co/WhZTNPmH4f'
Matthew Francis,mfrancispoet,"Poet, novelist and Professor in Creative Writing at Aberystwyth University.",1067574393969262602,2018-11-28 00:22:24,b'@TimClarePoet @garethlpowell 5 things from my WIP:\n1. A loch monster\n2. A party in a cave\n3. Phoenix feathers\n4. Ta\xe2\x80\xa6 https://t.co/YUwkivSAp5'
Matthew Francis,mfrancispoet,"Poet, novelist and Professor in Creative Writing at Aberystwyth University.",1067406715342258177,2018-11-27 13:16:07,"b'@ABRACKENBURY It sounds wonderful, apart from the marrow! Though, to be fair, my mother used to make marrow and gin\xe2\x80\xa6 https://t.co/OLpGt2qljK'"
Matthew Francis,mfrancispoet,"Poet, novelist and Professor in Creative Writing at Aberystwyth University.",1067062847820173312,2018-11-26 14:29:42,b'@ae_stallings Carbon dating is what happens when you use Tinder too often.'
Matthew Francis,mfrancispoet,"Poet, novelist and Professor in Creative Writing at Aberystwyth University.",1066852185479290880,2018-11-26 00:32:36,b'That should be Shrewsbury.'
Matthew Francis,mfrancispoet,"Poet, novelist and Professor in Creative Writing at Aberystwyth University.",1066843353134899201,2018-11-25 23:57:31,"b'Had a wonderful evening at Shreswbury Lit Fest. Great audience, really engaged. The questions went on much longer t\xe2\x80\xa6 https://t.co/eJyPN3y5Q0'"
Matthew Francis,mfrancispoet,"Poet, novelist and Professor in Creative Writing at Aberystwyth University.",1066842647619399680,2018-11-25 23:54:42,b'@ABRACKENBURY One of only three foods I absolutely cannot eat. The other two are cucumber and vegetable marrow.'
Matthew Francis,mfrancispoet,"Poet, novelist and Professor in Creative Writing at Aberystwyth University.",1066839854632308737,2018-11-25 23:43:36,"b'RT @OddSockTree: Listening to \xe2\x81\xa6@mfrancispoet\xe2\x81\xa9 at \xe2\x81\xa6@SY1litfest\xe2\x81\xa9 #HappySock Mabin, the naughty little dragon has a mighty heritage to live up\xe2\x80\xa6'"
JenanFh,Jenan_FH,I'm Jenan from Syria /IT Engineer /who cares if one more light goes out Well We Do- #MakeChesterProud  #FuckDepression,1071491125805023234,2018-12-08 19:46:06,b'@XmasLight4Chaz Thank you \xe2\x98\xba'
JenanFh,Jenan_FH,I'm Jenan from Syria /IT Engineer /who cares if one more light goes out Well We Do- #MakeChesterProud  #FuckDepression,1071490076880891904,2018-12-08 19:41:56,b'RT @sue_vegas78: Thank you for this reminder Mona\xe2\x9d\xa3\xef\xb8\x8fevery little step is a step into the right direction\xe2\x9d\xa3\xef\xb8\x8fSince this week Ale knows that the\xe2\x80\xa6'
JenanFh,Jenan_FH,I'm Jenan from Syria /IT Engineer /who cares if one more light goes out Well We Do- #MakeChesterProud  #FuckDepression,1071490008765337600,2018-12-08 19:41:40,b'RT @MonaNeedsRock: Time to help friends who need more than only love. \nSurely I love you @hello_Bologna \xe2\x80\x93\n  https://t.co/KsbBZJTh0c via @go\xe2\x80\xa6'
JenanFh,Jenan_FH,I'm Jenan from Syria /IT Engineer /who cares if one more light goes out Well We Do- #MakeChesterProud  #FuckDepression,1071446503552622592,2018-12-08 16:48:47,"b""@XmasLight4Chaz #LightsForChester \nI'm not Christian but we have a xmas tree and we decorate it when there is a spe\xe2\x80\xa6 https://t.co/wi548QoNbG"""
JenanFh,Jenan_FH,I'm Jenan from Syria /IT Engineer /who cares if one more light goes out Well We Do- #MakeChesterProud  #FuckDepression,1071151165839151104,2018-12-07 21:15:13,b'RT @iwassmiling: I hate speaking on the phone \xf0\x9f\x98\xb1 it gives me anxiety I swear...\nDo you guys have any tips?\xf0\x9f\x98\x9e'
JenanFh,Jenan_FH,I'm Jenan from Syria /IT Engineer /who cares if one more light goes out Well We Do- #MakeChesterProud  #FuckDepression,1071136668718129156,2018-12-07 20:17:37,b'RT @LPFanCorner: Can anyone help out? #LPMemorial #LPFamily https://t.co/Ac0QLSanGy'
JenanFh,Jenan_FH,I'm Jenan from Syria /IT Engineer /who cares if one more light goes out Well We Do- #MakeChesterProud  #FuckDepression,1071136238525136896,2018-12-07 20:15:54,b'@chrisstyles44 @CastleofGlass89 @Hello_Bologna This is your opinion and no one should force you to do or say anythi\xe2\x80\xa6 https://t.co/wV36WuJYYV'
JenanFh,Jenan_FH,I'm Jenan from Syria /IT Engineer /who cares if one more light goes out Well We Do- #MakeChesterProud  #FuckDepression,1071033161331720192,2018-12-07 13:26:19,"b""@FUCKDEPRESSIO13 I don't understand this! Supporting the guys doesn't mean we don't love Chester. If someone writes\xe2\x80\xa6 https://t.co/rMdF8uMnUO"""
JenanFh,Jenan_FH,I'm Jenan from Syria /IT Engineer /who cares if one more light goes out Well We Do- #MakeChesterProud  #FuckDepression,1071030562876477442,2018-12-07 13:15:59,"b""RT @AidenHatfield: I'd like to give a quick shout to all those that are suffering in silence with their mental health!\n\nWe're now a world f\xe2\x80\xa6"""
JenanFh,Jenan_FH,I'm Jenan from Syria /IT Engineer /who cares if one more light goes out Well We Do- #MakeChesterProud  #FuckDepression,1071030007282237440,2018-12-07 13:13:47,b'RT @AidenHatfield: Here is the very first snippet of my debut single \xf0\x9f\x99\x82\n\nI have one birthday request... please re-tweet this \xf0\x9f\x96\xa4\n\nThe single c\xe2\x80\xa6'
T.J. Holmes,tjholmes,Southern boy who made his way to NY. Living the dream at @GMA/@ABC News until my real dream comes true: getting elected governor of Arkansas.,1072660950174576640,2018-12-12 01:14:34,b'Day 8 is in the books. #20DayMentalWellnessChallenge https://t.co/pSEejfS2FC'
T.J. Holmes,tjholmes,Southern boy who made his way to NY. Living the dream at @GMA/@ABC News until my real dream comes true: getting elected governor of Arkansas.,1072568427389292550,2018-12-11 19:06:55,b'Am I the only one who was nervous that the President and Sen. Schumer were going to need to be separated? #OvalOfficeOctagon'
T.J. Holmes,tjholmes,Southern boy who made his way to NY. Living the dream at @GMA/@ABC News until my real dream comes true: getting elected governor of Arkansas.,1072233258765705225,2018-12-10 20:55:04,"b'Yesterday, Day 6, might have been the most fulfilling day so far of the challenge. I didn\xe2\x80\x99t post, and I didn\xe2\x80\x99t read\xe2\x80\xa6 https://t.co/CjKIVaFLMB'"
T.J. Holmes,tjholmes,Southern boy who made his way to NY. Living the dream at @GMA/@ABC News until my real dream comes true: getting elected governor of Arkansas.,1072182749161754624,2018-12-10 17:34:22,"b'So, I was in the grocery store, and as I approached the checkout counter, the young lady/checker was noticeably gid\xe2\x80\xa6 https://t.co/jhWBHuWv1m'"
T.J. Holmes,tjholmes,Southern boy who made his way to NY. Living the dream at @GMA/@ABC News until my real dream comes true: getting elected governor of Arkansas.,1071554723596124160,2018-12-08 23:58:49,"b'I wish Day 5 had fallen on a workday. My office needs to be decluttered.  But, oh well!  Tomorrow is going to be tr\xe2\x80\xa6 https://t.co/UK6Wps07yy'"
T.J. Holmes,tjholmes,Southern boy who made his way to NY. Living the dream at @GMA/@ABC News until my real dream comes true: getting elected governor of Arkansas.,1071200151039954944,2018-12-08 00:29:52,b'Day #4 of the challenge. Don\xe2\x80\x99t mind my cracked screen. Those are my folks. #20DayMentalWellnessChallenge https://t.co/ZyhItSQN3N'
T.J. Holmes,tjholmes,Southern boy who made his way to NY. Living the dream at @GMA/@ABC News until my real dream comes true: getting elected governor of Arkansas.,1071042849825845248,2018-12-07 14:04:49,b'I don\xe2\x80\x99t always stick around until the end of the show. Today was an easy exception to make.  @ellamai @GMA https://t.co/wEPd6i30iz'
T.J. Holmes,tjholmes,Southern boy who made his way to NY. Living the dream at @GMA/@ABC News until my real dream comes true: getting elected governor of Arkansas.,1070876679017508866,2018-12-07 03:04:30,b'35-degree night in NY.  Perfect night for Day 3 of the challenge. #20DayMentalWellnessChallenge https://t.co/qD7QXbEKIf'
T.J. Holmes,tjholmes,Southern boy who made his way to NY. Living the dream at @GMA/@ABC News until my real dream comes true: getting elected governor of Arkansas.,1070458582074830849,2018-12-05 23:23:08,b'You know what...this was a really useful exercise. How often do we just stop and think about things we\xe2\x80\x99re grateful\xe2\x80\xa6 https://t.co/gRKXvc2Iqu'
T.J. Holmes,tjholmes,Southern boy who made his way to NY. Living the dream at @GMA/@ABC News until my real dream comes true: getting elected governor of Arkansas.,1070370265669033990,2018-12-05 17:32:12,b'I\xe2\x80\x99m at an airport. Only able to read the close captioning of George W. Bush\xe2\x80\x99s eulogy. Just reading it and watching\xe2\x80\xa6 https://t.co/d3w3tZWE9j'
Alex Holley,AlexHolleyFOX29,Emmy-nominated Co-host of Good Day Philly! I'm #FallingforPhilly Follow&Tweet me and u might end up on TV :) https://t.co/bqs39zLUlp,1072670897188888576,2018-12-12 01:54:05,b'I\xe2\x80\x99m so sorry to hear this!! Sounds like she did live a long and amazing life saying prayers for you and your family\xe2\x80\xa6 https://t.co/f1N12wDJNB'
Alex Holley,AlexHolleyFOX29,Emmy-nominated Co-host of Good Day Philly! I'm #FallingforPhilly Follow&Tweet me and u might end up on TV :) https://t.co/bqs39zLUlp,1072670658100936704,2018-12-12 01:53:08,"b'We still that mad about the loss to the Cowboys, huh https://t.co/7198SH8FCJ'"
Alex Holley,AlexHolleyFOX29,Emmy-nominated Co-host of Good Day Philly! I'm #FallingforPhilly Follow&Tweet me and u might end up on TV :) https://t.co/bqs39zLUlp,1072649090415108096,2018-12-12 00:27:26,b'That\xe2\x80\x99s the goal. I ask myself that now... so it won\xe2\x80\x99t hurt when I ask after it\xe2\x80\x99s too late. \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd https://t.co/0lsSnxmvP8'
Alex Holley,AlexHolleyFOX29,Emmy-nominated Co-host of Good Day Philly! I'm #FallingforPhilly Follow&Tweet me and u might end up on TV :) https://t.co/bqs39zLUlp,1072602582089121794,2018-12-11 21:22:38,b'NeilMed Sinus Rinse https://t.co/rOGRtoMOar'
Alex Holley,AlexHolleyFOX29,Emmy-nominated Co-host of Good Day Philly! I'm #FallingforPhilly Follow&Tweet me and u might end up on TV :) https://t.co/bqs39zLUlp,1072537455277105152,2018-12-11 17:03:50,b'I\xe2\x80\x99m lucky to have HIM!! https://t.co/rmtlCtx5W0'
Alex Holley,AlexHolleyFOX29,Emmy-nominated Co-host of Good Day Philly! I'm #FallingforPhilly Follow&Tweet me and u might end up on TV :) https://t.co/bqs39zLUlp,1072533374051463168,2018-12-11 16:47:37,b'Well tell me how to say it then https://t.co/19mLOyeDu2'
Alex Holley,AlexHolleyFOX29,Emmy-nominated Co-host of Good Day Philly! I'm #FallingforPhilly Follow&Tweet me and u might end up on TV :) https://t.co/bqs39zLUlp,1072532750136172544,2018-12-11 16:45:08,b'Def didn\xe2\x80\x99t... @thomasdrayton did that on his  own!! https://t.co/I5DwrCupDt'
Alex Holley,AlexHolleyFOX29,Emmy-nominated Co-host of Good Day Philly! I'm #FallingforPhilly Follow&Tweet me and u might end up on TV :) https://t.co/bqs39zLUlp,1072532374322405376,2018-12-11 16:43:39,b'Not sure. I have my Dr Appt for it today! \xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbd https://t.co/ygdvjoZthW'
Alex Holley,AlexHolleyFOX29,Emmy-nominated Co-host of Good Day Philly! I'm #FallingforPhilly Follow&Tweet me and u might end up on TV :) https://t.co/bqs39zLUlp,1072531932255264769,2018-12-11 16:41:53,b'Thank you\xe2\x9d\xa4\xef\xb8\x8f https://t.co/qwtESXyJ4Q'
Alex Holley,AlexHolleyFOX29,Emmy-nominated Co-host of Good Day Philly! I'm #FallingforPhilly Follow&Tweet me and u might end up on TV :) https://t.co/bqs39zLUlp,1072531832829329409,2018-12-11 16:41:30,b'Aw man those allergies will get to ya! Lol https://t.co/ffB061kIE8'
Eddie Izzard,eddieizzard,"I'm a British European, think like an American & born in an Arabic country. I've run a few marathons & have performed my show now in 44 countries in 4 languages",1072557368691564544,2018-12-11 18:22:58,b'- Les Beekeepers (\xc3\xa0 Paris) https://t.co/geIUZP0SS0 https://t.co/zf33ipnihY'
Eddie Izzard,eddieizzard,"I'm a British European, think like an American & born in an Arabic country. I've run a few marathons & have performed my show now in 44 countries in 4 languages",1070966141491671040,2018-12-07 09:00:00,b'Vienna!  Eddie\xe2\x80\x99s coming back with the brand new show WUNDERBAR - tickets on sale here: https://t.co/ah53H4Zwh4 \n\n-\xe2\x80\xa6 https://t.co/MwYXBRMHFp'
Eddie Izzard,eddieizzard,"I'm a British European, think like an American & born in an Arabic country. I've run a few marathons & have performed my show now in 44 countries in 4 languages",1070754438711791616,2018-12-06 18:58:46,"b""RT @UNICEF_uk: This little girl is being treated for malnutrition at a Unicef-supported hospital in Sa'ana, Yemen. Over 400,000 severely ma\xe2\x80\xa6"""
Eddie Izzard,eddieizzard,"I'm a British European, think like an American & born in an Arabic country. I've run a few marathons & have performed my show now in 44 countries in 4 languages",1070517357087383552,2018-12-06 03:16:41,b'PERTH! Eddie\xe2\x80\x99s new show will be coming your way as part of the Wunderbar World Tour!\n\nPre-Sale Tickets are on sale\xe2\x80\xa6 https://t.co/OWfGk8jlqy'
Eddie Izzard,eddieizzard,"I'm a British European, think like an American & born in an Arabic country. I've run a few marathons & have performed my show now in 44 countries in 4 languages",1069572005517828096,2018-12-03 12:40:12,"b'Paris! Une message d\xe2\x80\x99Eddie pour vous! - Les Beekeepers https://t.co/geIUZP0SS0\n*Attention, comme le spectacle, le c\xe2\x80\xa6 https://t.co/HRerlHwJZd'"
Eddie Izzard,eddieizzard,"I'm a British European, think like an American & born in an Arabic country. I've run a few marathons & have performed my show now in 44 countries in 4 languages",1069516592793481216,2018-12-03 09:00:01,b'#Sweden! The WUNDERBAR show in Stockholm has sold out but if you missed out don\xe2\x80\x99t fret! 2nd show is now on sale! -\xe2\x80\xa6 https://t.co/rJW7eGHM5F'
Eddie Izzard,eddieizzard,"I'm a British European, think like an American & born in an Arabic country. I've run a few marathons & have performed my show now in 44 countries in 4 languages",1068489909189644288,2018-11-30 13:00:20,b'London! We\xe2\x80\x99ve managed to sneak in a few more work in progress gigs (in English) just before Eddie heads to Paris to\xe2\x80\xa6 https://t.co/UhrLBq86TE'
Eddie Izzard,eddieizzard,"I'm a British European, think like an American & born in an Arabic country. I've run a few marathons & have performed my show now in 44 countries in 4 languages",1068429426717794304,2018-11-30 09:00:00,b'#HUNGARY! Eddie\xe2\x80\x99s new show will be coming your way as part of the Wunderbar World Tour - Tickets on sale here!\xe2\x80\xa6 https://t.co/0ZjuerAdMD'
Eddie Izzard,eddieizzard,"I'm a British European, think like an American & born in an Arabic country. I've run a few marathons & have performed my show now in 44 countries in 4 languages",1068247872045502464,2018-11-29 20:58:34,b'I am proud to once again be reading at the Unicef Christmas Concert. A great evening for a great cause! Buy your ti\xe2\x80\xa6 https://t.co/XipfyrHCeG'
Eddie Izzard,eddieizzard,"I'm a British European, think like an American & born in an Arabic country. I've run a few marathons & have performed my show now in 44 countries in 4 languages",1068083396394475521,2018-11-29 10:05:00,b'BELGIUM! WUNDERBAR is coming your way to Antwerp and Brussels!  Tickets are on sale NOW! Antwerp Tix:\xe2\x80\xa6 https://t.co/y3c84tydiR'
Asher Wolf,Asher_Wolf,Cryptoparty founder. Amnesty award winner. Mutant network node herder. Crone. Falling comet https://t.co/cjkgACvPtG,1072709361653280769,2018-12-12 04:26:56,"b""@BugHunterSam @mightystickbug @transmogrify_ @thepainspace I'm guessing it's private? I've seen a recent flourish i\xe2\x80\xa6 https://t.co/GQDpJcKp7g"""
Asher Wolf,Asher_Wolf,Cryptoparty founder. Amnesty award winner. Mutant network node herder. Crone. Falling comet https://t.co/cjkgACvPtG,1072709158762205184,2018-12-12 04:26:08,"b""@zebra_ballerina Our health system is fine until you need it long-term, repetitively. Then it's a mess. Treatment p\xe2\x80\xa6 https://t.co/BhJOkWBG5l"""
Asher Wolf,Asher_Wolf,Cryptoparty founder. Amnesty award winner. Mutant network node herder. Crone. Falling comet https://t.co/cjkgACvPtG,1072708142234923009,2018-12-12 04:22:05,"b'RT @chroniclifeofem: (TW: suicide)\nIn my local Ehlers Danlos community, we lost two beautiful souls this past week because of this. Read th\xe2\x80\xa6'"
Asher Wolf,Asher_Wolf,Cryptoparty founder. Amnesty award winner. Mutant network node herder. Crone. Falling comet https://t.co/cjkgACvPtG,1072707828043808768,2018-12-12 04:20:50,"b""RT @cazkilljoy: I have 16.5 hours to get a team of strangers to understand my puzzle pieces and I still don't understand them all that well\xe2\x80\xa6"""
Asher Wolf,Asher_Wolf,Cryptoparty founder. Amnesty award winner. Mutant network node herder. Crone. Falling comet https://t.co/cjkgACvPtG,1072707811077873666,2018-12-12 04:20:46,b'RT @cazkilljoy: I have no way of knowing if the team evaluating me knows anything about Ehlers-Danlos or pudendal neuralgia or any of the o\xe2\x80\xa6'
Asher Wolf,Asher_Wolf,Cryptoparty founder. Amnesty award winner. Mutant network node herder. Crone. Falling comet https://t.co/cjkgACvPtG,1072707788013416448,2018-12-12 04:20:41,"b'RT @cazkilljoy: Over the next 2 days, a disability support service agency run by the state where I live is going to be medically evaluating\xe2\x80\xa6'"
Asher Wolf,Asher_Wolf,Cryptoparty founder. Amnesty award winner. Mutant network node herder. Crone. Falling comet https://t.co/cjkgACvPtG,1072706519970377728,2018-12-12 04:15:38,"b'RT @QMULBartsTheLon: Ehlers-Danlos Syndrome is a highly disabling illness causing severe daily pain, visits to A&amp;E, vomiting &amp; rapid heart\xe2\x80\xa6'"
Asher Wolf,Asher_Wolf,Cryptoparty founder. Amnesty award winner. Mutant network node herder. Crone. Falling comet https://t.co/cjkgACvPtG,1072706309663817728,2018-12-12 04:14:48,"b'RT @zelandica: The current treatment of many of us NZ Ehlers Danlos syndromes patients needs to change, and fast. \xf0\x9f\x98\xa5\xf0\x9f\x98\xad\n#HumanRights #LifeOrDe\xe2\x80\xa6'"
Asher Wolf,Asher_Wolf,Cryptoparty founder. Amnesty award winner. Mutant network node herder. Crone. Falling comet https://t.co/cjkgACvPtG,1072706267951521792,2018-12-12 04:14:38,"b""RT @scorpiospoonie: i dislocated my shoulder in my sleep and now it's so sore and painful any time i move. i never get used to hearing the\xe2\x80\xa6"""
Asher Wolf,Asher_Wolf,Cryptoparty founder. Amnesty award winner. Mutant network node herder. Crone. Falling comet https://t.co/cjkgACvPtG,1072706241376411649,2018-12-12 04:14:32,b'RT @Rebecca17648843: So I went to a new orthopedist today. For the first time I wasn\xe2\x80\x99t questioned about the fact my hips dislocate. It gets\xe2\x80\xa6'
Shannon Watts,shannonrwatts,"Founder of @MomsDemand, grassroots army of @Everytown fighting to end gun violence. Working to elect women. Rated Fx by the NRA since 2012. Book out May 2019.",1072639091320217600,2018-12-11 23:47:42,b'I think the @NRA social media team has a Colorado contact high. \xe2\x80\x9cCertification is not a registry; the department ke\xe2\x80\xa6 https://t.co/HugL3dxIw2'
Shannon Watts,shannonrwatts,"Founder of @MomsDemand, grassroots army of @Everytown fighting to end gun violence. Working to elect women. Rated Fx by the NRA since 2012. Book out May 2019.",1072635502677901312,2018-12-11 23:33:27,"b'RT @teamtrace: Many Americans might not realize how the NRA has worked to dilute the authority of local lawmakers. But in 45 states, cities\xe2\x80\xa6'"
Shannon Watts,shannonrwatts,"Founder of @MomsDemand, grassroots army of @Everytown fighting to end gun violence. Working to elect women. Rated Fx by the NRA since 2012. Book out May 2019.",1072623516166615041,2018-12-11 22:45:49,"b'RT @shannonrwatts: Gun saleswoman highlights domestic abuse victim who shot an intimate partner, but neglects to mention that the presence\xe2\x80\xa6'"
Shannon Watts,shannonrwatts,"Founder of @MomsDemand, grassroots army of @Everytown fighting to end gun violence. Working to elect women. Rated Fx by the NRA since 2012. Book out May 2019.",1072623499783667716,2018-12-11 22:45:45,"b'RT @shannonrwatts: Seventy. F*cking. Eight. \xf0\x9f\x91\x91 \n\nKeep your mouth off of Nancy Pelosi - for her age, for her approach, and for her gender. An\xe2\x80\xa6'"
Shannon Watts,shannonrwatts,"Founder of @MomsDemand, grassroots army of @Everytown fighting to end gun violence. Working to elect women. Rated Fx by the NRA since 2012. Book out May 2019.",1072623456003465222,2018-12-11 22:45:34,b'RT @shannonrwatts: Gun violence survivors included in @TIME\xe2\x80\x99s person of the year: The Guardians. https://t.co/uflQUJiIKB #MDPolitics'
Shannon Watts,shannonrwatts,"Founder of @MomsDemand, grassroots army of @Everytown fighting to end gun violence. Working to elect women. Rated Fx by the NRA since 2012. Book out May 2019.",1072623379906260995,2018-12-11 22:45:16,b'RT @shannonrwatts: Sad to hear @dbongino lost his job this week at @NRA TV due to their financial hardships \xf0\x9f\x8e\xbb \xf0\x9f\x92\xad \xf0\x9f\x99\x8f https://t.co/iYNlFtm4NR'
Shannon Watts,shannonrwatts,"Founder of @MomsDemand, grassroots army of @Everytown fighting to end gun violence. Working to elect women. Rated Fx by the NRA since 2012. Book out May 2019.",1072620284585361413,2018-12-11 22:32:58,"b""RT @gdouban: We've been pressing for weeks to obtain a copy of the police report from the night a Hoover police officer fatally shot 21-yea\xe2\x80\xa6"""
Shannon Watts,shannonrwatts,"Founder of @MomsDemand, grassroots army of @Everytown fighting to end gun violence. Working to elect women. Rated Fx by the NRA since 2012. Book out May 2019.",1072620046458019842,2018-12-11 22:32:02,b'RT @TaranaBurke: Thank you @AyannaPressley for speaking up about #CyntoiaBrown when so many politicians are silent. https://t.co/nvo50Cebja'
Shannon Watts,shannonrwatts,"Founder of @MomsDemand, grassroots army of @Everytown fighting to end gun violence. Working to elect women. Rated Fx by the NRA since 2012. Book out May 2019.",1072617138928697352,2018-12-11 22:20:28,b'Narrator: It wasn\xe2\x80\x99t. https://t.co/BnvKVbGYNn'
Shannon Watts,shannonrwatts,"Founder of @MomsDemand, grassroots army of @Everytown fighting to end gun violence. Working to elect women. Rated Fx by the NRA since 2012. Book out May 2019.",1072609339985289217,2018-12-11 21:49:29,"b'In a year in which America experienced horrific shootings, Politifact is giving its \xe2\x80\x9cLie of the Year\xe2\x80\x9d award to \xe2\x80\x9cthe\xe2\x80\xa6 https://t.co/s4bd3x7XHu'"
Kate White,katemwhite,NYTimes bestselling author of career books and suspense novels. Professional speaker. Former editor-in-chief of Cosmo. Champion of gutsy women everywhere.,1072630609053331456,2018-12-11 23:14:00,"b'Almost all of you said you found this photo curious instead of creepy last week, but many of you also brought up th\xe2\x80\xa6 https://t.co/R30TE06bFJ'"
Kate White,katemwhite,NYTimes bestselling author of career books and suspense novels. Professional speaker. Former editor-in-chief of Cosmo. Champion of gutsy women everywhere.,1072257399715639296,2018-12-10 22:31:00,"b'Do you like your thrillers really, really dark? Here are some very naughty ideas for your reading list! https://t.co/PxYOXFVVyT'"
Kate White,katemwhite,NYTimes bestselling author of career books and suspense novels. Professional speaker. Former editor-in-chief of Cosmo. Champion of gutsy women everywhere.,1071871359230259200,2018-12-09 20:57:01,b'We\xe2\x80\x99ll be better advice givers if we spend more time actually listening to the person who needs advice. Good wisdom\xe2\x80\xa6 https://t.co/hS6DDhNcxa'
Kate White,katemwhite,NYTimes bestselling author of career books and suspense novels. Professional speaker. Former editor-in-chief of Cosmo. Champion of gutsy women everywhere.,1071151110528864263,2018-12-07 21:15:00,"b'Want to hear who I think are some of the hottest, best new suspense novelists around?  I share a list in my next ne\xe2\x80\xa6 https://t.co/qidvU0tOH2'"
Kate White,katemwhite,NYTimes bestselling author of career books and suspense novels. Professional speaker. Former editor-in-chief of Cosmo. Champion of gutsy women everywhere.,1071035850471788544,2018-12-07 13:37:00,b'Four factors that make a company a great place for women. Yes!! https://t.co/72Tk1a3VXP'
Kate White,katemwhite,NYTimes bestselling author of career books and suspense novels. Professional speaker. Former editor-in-chief of Cosmo. Champion of gutsy women everywhere.,1070813133072142336,2018-12-06 22:52:00,b'Creepy...or Just Curious? What do you think of this one? https://t.co/BCnA4vzaOU'
